usr1,grp315
usr3407,z,loc1864
usr3408,grp421
usr3408,z,loc3492
usr3409,grp788
usr3409,x,loc2112
usr3410,grp722
usr3410,x,loc4104
usr3411,grp427
usr3411,y,loc30
usr3412,grp26
usr3413,grp341
usr3413,y,loc139
usr3414,grp165
usr3415,grp87
usr3415,z,loc2207
usr3416,grp733
usr3416,y,loc1478
usr3417,grp250
usr3418,grp345
usr3418,x,loc2762
usr3419,grp90
usr3419,y,loc1242
usr3420,grp669
usr3420,z,loc3723
usr3421,grp777
usr3422,grp64
usr3423,grp648
usr3424,grp458
usr3424,x,loc2831
usr3425,grp879
usr3426,grp714
usr3427,grp865
usr3428,grp966
usr3428,y,loc2355
usr3429,grp880
usr3430,grp874
usr3431,grp406
usr3431,z,loc730
usr3432,grp2
usr3432,y,loc3426
usr3433,grp898
usr3434,grp877
usr3435,grp53
usr3436,grp194
usr3437,grp770
usr3437,y,loc737
usr3438,grp327
usr3438,z,loc440
usr3439,grp622
usr3439,y,loc3013
usr3440,grp717
usr3441,grp528
usr3442,grp420
usr3442,y,loc529
usr3443,grp495
usr3443,z,loc1468
usr3444,grp868
usr3444,y,loc1336
usr3445,grp244
usr3446,grp467
usr3447,grp877
usr3448,grp128
usr3449,grp855
usr3449,y,loc1830
usr3450,grp134
usr3451,grp148
usr3451,z,loc4528
usr3452,grp958
usr3453,grp71
usr3453,z,loc1782
usr3454,grp726
usr3455,grp937
usr3455,z,loc3705
usr3456,grp579
usr3456,x,loc682
usr3457,grp371
usr3458,grp617
usr3458,y,loc1053
usr3459,grp185
usr3460,grp710
usr3461,grp611
usr3461,y,loc1524
usr3462,grp741
usr3463,grp249
usr3464,grp852
usr3465,grp755
usr3466,grp750
usr3467,grp717
usr3467,y,loc1339
usr3468,grp805
usr3469,grp206
usr3470,grp260
usr3470,x,loc943
usr3471,grp108
usr3472,grp427
usr3473,grp273
usr3473,y,loc91
usr3474,grp325
usr3474,z,loc4628
usr3475,grp834
usr3476,grp827
usr3477,grp208
usr3478,grp652
usr3478,z,loc3302
usr3479,grp773
usr3479,z,loc1348
usr3480,grp189
usr3480,z,loc880
usr3481,grp709
usr3481,y,loc2485
usr3482,grp595
usr3482,y,loc1268
usr3483,grp590
usr3484,grp491
usr3484,x,loc2168
usr3485,grp888
usr3486,grp909
usr3486,z,loc271
usr3487,grp356
usr3488,grp947
usr3488,y,loc4898
usr3489,grp255
usr3490,grp863
usr3490,y,loc2571
usr3491,grp267
usr3492,grp720
usr3493,grp535
usr3493,y,loc1810
usr3494,grp881
usr3495,grp974
usr3496,grp422
usr3497,grp955
usr3498,grp381
usr3499,grp993
usr3500,grp678
usr3501,grp795
usr3501,y,loc2169
usr3502,grp747
usr3502,x,loc2977
usr3503,grp360
usr3504,grp917
usr3504,x,loc2125
usr3505,grp108
usr3505,z,loc113
usr3506,grp892
usr3507,grp965
usr3508,grp976
usr3508,z,loc3935
usr3509,grp675
usr3509,x,loc3114
usr3510,grp632
usr3511,grp669
usr3511,x,loc4277
usr3512,grp579
usr3513,grp783
usr3514,grp117
usr3514,z,loc3624
usr3515,grp32
usr3515,y,loc2508
usr3516,grp708
usr3517,grp822
usr3518,grp917
usr3518,y,loc4756
usr3519,grp713
usr3519,y,loc3966
usr3520,grp913
usr3520,z,loc4191
usr3521,grp340
usr3522,grp487
usr3522,y,loc1386
usr3523,grp307
usr3523,x,loc3653
usr3524,grp765
usr3525,grp973
usr3525,y,loc3459
usr3526,grp937
usr3527,grp724
usr3528,grp900
usr3529,grp77
usr3530,grp554
usr3531,grp586
usr3532,grp676
usr3533,grp72
usr3533,y,loc3773
usr3534,grp625
usr3534,y,loc545
usr3535,grp564
usr3536,grp844
usr3536,z,loc133
usr3537,grp560
usr3538,grp258
usr3538,x,loc3289
usr3539,grp967
usr3540,grp206
usr3541,grp463
usr3542,grp722
usr3542,x,loc3026
usr3543,grp797
usr3544,grp830
usr3544,z,loc1042
usr3545,grp370
usr3546,grp562
usr3546,y,loc3908
usr3547,grp270
usr3548,grp210
usr3549,grp75
usr3550,grp594
usr3551,grp437
usr3551,z,loc398
usr3552,grp197
usr3552,x,loc602
usr3553,grp876
usr3553,x,loc3529
usr3554,grp288
usr3555,grp128
usr3556,grp39
usr3557,grp976
usr3557,z,loc2218
usr3558,grp605
usr3558,x,loc4412
usr3559,grp77
usr3560,grp551
usr3561,grp911
usr3562,grp677
usr3562,x,loc1457
usr3563,grp411
usr3563,x,loc2109
usr3564,grp97
usr3564,z,loc2206
usr3565,grp26
usr3565,x,loc744
usr3566,grp229
usr3566,x,loc47
usr3567,grp903
usr3567,y,loc4687
usr3568,grp64
usr3569,grp420
usr3569,x,loc2021
usr3570,grp952
usr3571,grp531
usr3571,z,loc3478
usr3572,grp914
usr3573,grp1
usr3574,grp273
usr3574,z,loc1869
usr3575,grp168
usr3576,grp994
usr3576,y,loc3616
usr3577,grp947
usr3578,grp928
usr3578,z,loc94
usr3579,grp119
usr3579,x,loc4363
usr3580,grp267
usr3581,grp737
usr3581,z,loc3756
usr3582,grp632
usr3583,grp900
usr3583,z,loc2774
usr3584,grp735
usr3584,y,loc3198
usr3585,grp813
usr3585,x,loc2593
usr3586,grp756
usr3587,grp239
usr3588,grp934
usr3588,y,loc3971
usr3589,grp651
usr3589,y,loc2466
usr3590,grp186
usr3590,z,loc2063
usr3591,grp498
usr3591,z,loc3477
usr3592,grp546
usr3592,x,loc4166
usr3593,grp139
usr3594,grp123
usr3595,grp923
usr3595,y,loc4588
usr3596,grp629
usr3597,grp669
usr3597,z,loc1087
usr3598,grp789
usr3599,grp763
usr3599,y,loc1542
usr3600,grp259
usr3601,grp358
usr3602,grp158
usr3603,grp879
usr3603,x,loc3790
usr3604,grp772
usr3604,y,loc2950
usr3605,grp511
usr3606,grp484
usr3606,y,loc2176
usr3607,grp646
usr3607,x,loc2839
usr3608,grp379
usr3609,grp58
usr3609,z,loc2670
usr3610,grp578
usr3610,y,loc3150
usr3611,grp508
usr3612,grp914
usr3613,grp828
usr3614,grp309
usr3615,grp194
usr3615,x,loc3537
usr3616,grp221
usr3616,z,loc4496
usr3617,grp304
usr3618,grp690
usr3618,y,loc3436
usr3619,grp120
usr3620,grp793
usr3620,x,loc2131
usr3621,grp283
usr3622,grp653
usr3622,y,loc3255
usr3623,grp699
usr3623,y,loc4206
usr3624,grp865
usr3624,y,loc747
usr3625,grp2
usr3625,z,loc1895
usr3626,grp758
usr3627,grp679
usr3627,z,loc4728
usr3628,grp554
usr3628,y,loc3084
usr3629,grp544
usr3630,grp710
usr3631,grp965
usr3632,grp763
usr3632,z,loc4539
usr3633,grp931
usr3634,grp691
usr3634,y,loc2852
usr3635,grp773
usr3635,x,loc4127
usr3636,grp176
usr3636,y,loc3866
usr3637,grp860
usr3638,grp583
usr3639,grp641
usr3640,grp812
usr3641,grp344
usr3641,z,loc4792
usr3642,grp558
usr3643,grp433
usr3643,y,loc3454
usr3644,grp595
usr3644,z,loc1526
usr3645,grp590
usr3646,grp899
usr3646,z,loc673
usr3647,grp575
usr3648,grp33
usr3649,grp8
usr3649,y,loc4614
usr3650,grp188
usr3651,grp106
usr3652,grp325
usr3653,grp507
usr3653,y,loc3839
usr3654,grp503
usr3655,grp468
usr3656,grp557
usr3656,y,loc458
usr3657,grp363
usr3658,grp71
usr3658,x,loc3239
usr3659,grp906
usr3660,grp537
usr3661,grp12
usr3662,grp138
usr3662,x,loc197
usr3663,grp138
usr3664,grp589
usr3665,grp586
usr3666,grp458
usr3666,z,loc2448
usr3667,grp594
usr3668,grp140
usr3669,grp834
usr3670,grp660
usr3670,y,loc4877
usr3671,grp64
usr3672,grp732
usr3673,grp662
usr3674,grp544
usr3674,y,loc4092
usr3675,grp62
usr3675,y,loc1316
usr3676,grp324
usr3676,x,loc2666
usr3677,grp332
usr3678,grp508
usr3678,y,loc2766
usr3679,grp940
usr3679,x,loc4010
usr3680,grp209
usr3681,grp254
usr3682,grp303
usr3682,x,loc1124
usr3683,grp188
usr3684,grp366
usr3684,y,loc164
usr3685,grp886
usr3686,grp61
usr3686,x,loc1103
usr3687,grp991
usr3688,grp796
usr3688,x,loc3454
usr3689,grp265
usr3690,grp905
usr3690,z,loc1144
usr3691,grp644
usr3692,grp702
usr3692,y,loc1310
usr3693,grp817
usr3694,grp237
usr3695,grp885
usr3696,grp210
usr3696,x,loc3742
usr3697,grp557
usr3698,grp846
usr3699,grp122
usr3699,x,loc1086
usr3700,grp505
usr3701,grp825
usr3702,grp648
usr3703,grp459
usr3704,grp856
usr3705,grp313
usr3706,grp477
usr3707,grp234
usr3707,z,loc1262
usr3708,grp958
usr3709,grp877
usr3710,grp467
usr3710,z,loc3538
usr3711,grp5
usr3711,z,loc2207
usr3712,grp676
usr3712,y,loc3485
usr3713,grp168
usr3713,x,loc3066
usr3714,grp29
usr3714,y,loc518
usr3715,grp115
usr3715,z,loc2276
usr3716,grp256
usr3716,z,loc3246
usr3717,grp948
usr3717,z,loc3206
usr3718,grp872
usr3718,y,loc3648
usr3719,grp362
usr3720,grp979
usr3720,y,loc4954
usr3721,grp561
usr3721,y,loc2261
usr3722,grp950
usr3723,grp305
usr3724,grp330
usr3725,grp851
usr3726,grp645
usr3727,grp874
usr3728,grp410
usr3728,x,loc1172
usr3729,grp891
usr3730,grp8
usr3730,y,loc1711
usr3731,grp62
usr3732,grp479
usr3733,grp274
usr3733,z,loc1774
usr3734,grp126
usr3734,y,loc4025
usr3735,grp320
usr3735,y,loc772
usr3736,grp470
usr3737,grp493
usr3737,x,loc4751
usr3738,grp471
usr3738,z,loc3340
usr3739,grp917
usr3740,grp535
usr3741,grp582
usr3741,x,loc757
usr3742,grp246
usr3743,grp446
usr3743,y,loc1224
usr3744,grp277
usr3745,grp97
usr3745,z,loc2878
usr3746,grp66
usr3747,grp865
usr3747,y,loc4305
usr3748,grp938
usr3749,grp126
usr3750,grp811
usr3751,grp789
usr3751,y,loc621
usr3752,grp175
usr3752,x,loc4428
usr3753,grp359
usr3753,y,loc2406
usr3754,grp814
usr3754,z,loc1761
usr3755,grp350
usr3755,x,loc286
usr3756,grp735
usr3757,grp875
usr3757,y,loc2965
usr3758,grp511
usr3759,grp36
usr3760,grp172
usr3760,y,loc911
usr3761,grp454
usr3762,grp831
usr3763,grp778
usr3763,z,loc3292
usr3764,grp224
usr3764,y,loc4711
usr3765,grp391
usr3766,grp605
usr3767,grp21
usr3768,grp185
usr3769,grp521
usr3769,x,loc3131
usr3770,grp235
usr3770,y,loc4528
usr3771,grp306
usr3772,grp259
usr3773,grp223
usr3774,grp602
usr3774,z,loc1813
usr3775,grp913
usr3775,y,loc1377
usr3776,grp880
usr3777,grp951
usr3778,grp156
usr3778,y,loc4587
usr3779,grp984
usr3779,y,loc4811
usr3780,grp297
usr3781,grp143
usr3781,z,loc3328
usr3782,grp784
usr3783,grp270
usr3783,x,loc1786
usr3784,grp408
usr3784,y,loc1721
usr3785,grp763
usr3785,x,loc1006
usr3786,grp749
usr3786,x,loc2108
usr3787,grp533
usr3788,grp909
usr3789,grp776
usr3790,grp942
usr3791,grp649
usr3791,x,loc1657
usr3792,grp631
usr3792,x,loc1002
usr3793,grp602
usr3794,grp463
usr3795,grp520
usr3796,grp537
usr3796,y,loc4788
usr3797,grp653
usr3798,grp787
usr3799,grp261
usr3800,grp80
usr3800,y,loc2210
usr3801,grp888
usr3801,y,loc4800
usr3802,grp403
usr3802,x,loc1773
usr3803,grp134
usr3804,grp578
usr3804,z,loc3280
usr3805,grp635
usr3805,x,loc3499
usr3806,grp328
usr3806,z,loc1998
usr3807,grp189
usr3807,y,loc594
usr3808,grp671
usr3808,z,loc3178
usr3809,grp24
usr3810,grp179
usr3810,z,loc2092
usr3811,grp320
usr3811,x,loc2129
usr3812,grp743
usr3812,z,loc3806
usr3813,grp19
usr3814,grp356
usr3815,grp96
usr3815,y,loc4805
usr3816,grp951
usr3817,grp702
usr3817,y,loc540
usr3818,grp75
usr3818,x,loc1143
usr3819,grp137
usr3819,x,loc981
usr3820,grp123
usr3821,grp790
usr3822,grp125
usr3823,grp596
usr3824,grp777
usr3824,y,loc4210
usr3825,grp54
usr3826,grp637
usr3826,y,loc3690
usr3827,grp713
usr3827,x,loc4133
usr3828,grp276
usr3828,z,loc813
usr3829,grp304
usr3829,z,loc1406
usr3830,grp266
usr3830,x,loc555
usr3831,grp226
usr3831,x,loc2404
usr3832,grp69
usr3833,grp58
usr3834,grp886
usr3835,grp142
usr3836,grp345
usr3836,x,loc248
usr3837,grp435
usr3838,grp798
usr3838,x,loc4159
usr3839,grp702
usr3840,grp149
usr3840,z,loc3667
usr3841,grp619
usr3841,z,loc2727
usr3842,grp692
usr3843,grp308
usr3843,y,loc2836
usr3844,grp607
usr3844,x,loc3618
usr3845,grp606
usr3846,grp143
usr3846,y,loc728
usr3847,grp448
usr3848,grp999
usr3849,grp552
usr3849,y,loc3322
usr3850,grp524
usr3850,y,loc3909
usr3851,grp721
usr3852,grp731
usr3853,grp788
usr3853,y,loc4997
usr3854,grp828
usr3855,grp183
usr3855,x,loc2621
usr3856,grp844
usr3856,y,loc470
usr3857,grp419
usr3857,x,loc2323
usr3858,grp963
usr3859,grp286
usr3859,x,loc3490
usr3860,grp630
usr3860,x,loc1884
usr3861,grp634
usr3862,grp666
usr3863,grp783
usr3863,x,loc2816
usr3864,grp306
usr3864,x,loc2915
usr3865,grp580
usr3865,z,loc1620
usr3866,grp247
usr3867,grp18
usr3868,grp292
usr3869,grp971
usr3869,y,loc721
usr3870,grp746
usr3870,y,loc2306
usr3871,grp232
usr3872,grp320
usr3873,grp857
usr3874,grp4
usr3875,grp853
usr3875,y,loc2758
usr3876,grp935
usr3876,x,loc3824
usr3877,grp59
usr3877,z,loc3427
usr3878,grp994
usr3879,grp430
usr3880,grp762
usr3880,y,loc1413
usr3881,grp611
usr3881,y,loc63
usr3882,grp83
usr3882,x,loc2824
usr3883,grp905
usr3884,grp460
usr3884,z,loc2074
usr3885,grp570
usr3886,grp778
usr3887,grp476
usr3887,z,loc3485
usr3888,grp450
usr3888,x,loc3181
usr3889,grp740
usr3889,x,loc989
usr3890,grp13
usr3890,y,loc1124
usr3891,grp175
usr3892,grp844
usr3893,grp217
usr3894,grp14
usr3895,grp736
usr3895,z,loc1443
usr3896,grp447
usr3896,y,loc3745
usr3897,grp538
usr3898,grp732
usr3898,z,loc2396
usr3899,grp323
usr3900,grp1
usr3901,grp84
usr3902,grp688
usr3902,z,loc113
usr3903,grp482
usr3903,y,loc2169
usr3904,grp516
usr3905,grp484
usr3905,x,loc2626
usr3906,grp206
usr3906,z,loc316
usr3907,grp628
usr3908,grp853
usr3908,x,loc3844
usr3909,grp591
usr3910,grp711
usr3911,grp857
usr3911,y,loc1587
usr3912,grp892
usr3913,grp640
usr3914,grp847
usr3915,grp800
usr3916,grp221
usr3917,grp455
usr3917,z,loc114
usr3918,grp349
usr3918,y,loc190
usr3919,grp685
usr3920,grp379
usr3921,grp941
usr3921,z,loc2819
usr3922,grp35
usr3923,grp327
usr3924,grp920
usr3925,grp6
usr3925,y,loc677
usr3926,grp896
usr3927,grp264
usr3928,grp823
usr3928,z,loc320
usr3929,grp442
usr3929,x,loc1245
usr3930,grp417
usr3931,grp690
usr3931,x,loc2572
usr3932,grp476
usr3932,x,loc990
usr3933,grp6
usr3934,grp564
usr3935,grp188
usr3936,grp63
usr3937,grp511
usr3938,grp245
usr3938,y,loc42
usr3939,grp78
usr3940,grp857
usr3940,x,loc3290
usr3941,grp350
usr3941,z,loc1261
usr3942,grp246
usr3943,grp68
usr3944,grp677
usr3944,y,loc1300
usr3945,grp627
usr3945,z,loc206
usr3946,grp151
usr3946,z,loc3294
usr3947,grp423
usr3947,y,loc1602
usr3948,grp694
usr3948,x,loc1186
usr3949,grp948
usr3949,z,loc2266
usr3950,grp992
usr3951,grp166
usr3952,grp933
usr3953,grp408
usr3953,y,loc4846
usr3954,grp400
usr3955,grp811
usr3955,z,loc3912
usr3956,grp936
usr3957,grp896
usr3958,grp681
usr3958,z,loc145
usr3959,grp251
usr3959,z,loc1402
usr3960,grp99
usr3960,y,loc1186
usr3961,grp104
usr3961,y,loc4455
usr3962,grp121
usr3963,grp955
usr3964,grp626
usr3964,x,loc3267
usr3965,grp247
usr3966,grp335
usr3967,grp321
usr3967,y,loc807
usr3968,grp175
usr3969,grp291
usr3970,grp777
usr3971,grp178
usr3972,grp538
usr3972,z,loc3162
usr3973,grp519
usr3973,x,loc4508
usr3974,grp20
usr3974,z,loc3955
usr3975,grp557
usr3976,grp954
usr3977,grp519
usr3977,y,loc3464
usr3978,grp390
usr3979,grp474
usr3979,x,loc1119
usr3980,grp475
usr3981,grp529
usr3982,grp714
usr3982,x,loc2642
usr3983,grp950
usr3983,z,loc4969
usr3984,grp433
usr3984,z,loc2610
usr3985,grp535
usr3986,grp947
usr3986,x,loc623
usr3987,grp473
usr3987,x,loc4510
usr3988,grp425
usr3988,y,loc2902
usr3989,grp193
usr3989,x,loc996
usr3990,grp229
usr3990,z,loc4902
usr3991,grp444
usr3992,grp352
usr3992,x,loc2843
usr3993,grp15
usr3994,grp88
usr3995,grp889
usr3995,y,loc2788
usr3996,grp779
usr3996,z,loc925
usr3997,grp144
usr3998,grp62
usr3999,grp874
usr3999,z,loc1313
usr4000,grp908
usr4000,x,loc4224
usr4001,grp205
usr4002,grp334
usr4003,grp17
usr4003,x,loc726
usr4004,grp630
usr4005,grp888
usr4005,z,loc4325
usr4006,grp58
usr4007,grp389
usr4008,grp94
usr4008,x,loc935
usr4009,grp686
usr4010,grp667
usr4011,grp386
usr4012,grp463
usr4013,grp215
usr4014,grp873
usr4015,grp98
usr4016,grp644
usr4016,y,loc4219
usr4017,grp492
usr4018,grp526
usr4018,y,loc3838
usr4019,grp788
usr4020,grp611
usr4020,y,loc4266
usr4021,grp332
usr4022,grp84
usr4022,y,loc1940
usr4023,grp996
usr4024,grp830
usr4024,y,loc1396
usr4025,grp536
usr4026,grp139
usr4027,grp607
usr4028,grp171
usr4029,grp281
usr4030,grp7
usr4030,x,loc370
usr4031,grp417
usr4032,grp193
usr4032,z,loc89
usr4033,grp691
usr4033,y,loc2242
usr4034,grp939
usr4034,z,loc686
usr4035,grp715
usr4035,x,loc911
usr4036,grp938
usr4036,y,loc994
usr4037,grp95
usr4037,z,loc3908
usr4038,grp299
usr4039,grp763
usr4039,y,loc2785
usr4040,grp620
usr4040,x,loc2662
usr4041,grp457
usr4041,y,loc3657
usr4042,grp987
usr4042,x,loc4383
usr4043,grp595
usr4044,grp777
usr4045,grp554
usr4046,grp361
usr4046,z,loc388
usr4047,grp486
usr4047,x,loc1973
usr4048,grp892
usr4048,y,loc2567
usr4049,grp515
usr4050,grp297
usr4050,y,loc2008
usr4051,grp431
usr4052,grp544
usr4052,y,loc986
usr4053,grp872
usr4053,x,loc33
usr4054,grp195
usr4054,y,loc496
usr4055,grp227
usr4056,grp362
usr4057,grp992
usr4057,y,loc3772
usr4058,grp110
usr4059,grp43
usr4059,z,loc1682
usr4060,grp162
usr4061,grp641
usr4061,z,loc3878
usr4062,grp178
usr4062,y,loc2781
usr4063,grp653
usr4064,grp65
usr4064,y,loc3061
usr4065,grp607
usr4065,z,loc1578
usr4066,grp456
usr4067,grp532
usr4067,z,loc3728
usr4068,grp627
usr4069,grp63
usr4069,y,loc2265
usr4070,grp576
usr4070,y,loc2477
usr4071,grp816
usr4071,z,loc4698
usr4072,grp499
usr4072,y,loc3750
usr4073,grp172
usr4074,grp598
usr4075,grp236
usr4076,grp62
usr4076,x,loc98
usr4077,grp873
usr4078,grp694
usr4079,grp901
usr4080,grp210
usr4081,grp189
usr4081,y,loc3061
usr4082,grp552
usr4082,y,loc3217
usr4083,grp553
usr4084,grp266
usr4085,grp903
usr4085,y,loc3867
usr4086,grp189
usr4086,z,loc4617
usr4087,grp508
usr4087,x,loc2588
usr4088,grp13
usr4089,grp867
usr4089,y,loc1857
usr4090,grp132
usr4090,z,loc44
usr4091,grp510
usr4092,grp953
usr4093,grp502
usr4094,grp196
usr4094,y,loc2663
usr4095,grp110
usr4095,z,loc973
usr4096,grp240
usr4097,grp415
usr4097,x,loc2599
usr4098,grp634
usr4099,grp811
usr4099,x,loc3158
usr4100,grp230
usr4100,y,loc607
usr4101,grp271
usr4102,grp30
usr4103,grp463
usr4103,y,loc2139
usr4104,grp361
usr4104,z,loc2291
usr4105,grp157
usr4106,grp26
usr4107,grp858
usr4108,grp83
usr4109,grp388
usr4110,grp85
usr4110,z,loc2142
usr4111,grp639
usr4111,x,loc3756
usr4112,grp247
usr4113,grp756
usr4114,grp522
usr4115,grp851
usr4115,x,loc106
usr4116,grp814
usr4117,grp683
usr4118,grp290
usr4119,grp958
usr4120,grp346
usr4121,grp88
usr4122,grp668
usr4122,x,loc4982
usr4123,grp691
usr4124,grp995
usr4125,grp518
usr4125,x,loc4759
usr4126,grp272
usr4126,z,loc2638
usr4127,grp38
usr4127,z,loc1682
usr4128,grp861
usr4129,grp878
usr4129,y,loc1126
usr4130,grp318
usr4130,y,loc2334
usr4131,grp493
usr4131,y,loc4307
usr4132,grp54
usr4132,x,loc2879
usr4133,grp341
usr4134,grp40
usr4134,x,loc1139
usr4135,grp478
usr4135,z,loc3076
usr4136,grp577
usr4136,z,loc2051
usr4137,grp860
usr4138,grp876
usr4138,y,loc2590
usr4139,grp99
usr4139,x,loc3640
usr4140,grp542
usr4141,grp941
usr4142,grp732
usr4142,y,loc274
usr4143,grp976
usr4143,x,loc4372
usr4144,grp851
usr4145,grp503
usr4145,x,loc14
usr4146,grp375
usr4146,y,loc973
usr4147,grp977
usr4147,z,loc88
usr4148,grp492
usr4148,y,loc2770
usr4149,grp555
usr4150,grp374
usr4151,grp245
usr4151,z,loc2437
usr4152,grp569
usr4153,grp308
usr4153,z,loc4663
usr4154,grp980
usr4154,z,loc4042
usr4155,grp962
usr4156,grp673
usr4157,grp321
usr4158,grp197
usr4158,z,loc2417
usr4159,grp480
usr4160,grp82
usr4160,x,loc1640
usr4161,grp984
usr4161,x,loc23
usr4162,grp47
usr4162,y,loc1667
usr4163,grp882
usr4163,y,loc2488
usr4164,grp316
usr4165,grp811
usr4166,grp661
usr4167,grp278
usr4167,y,loc2374
usr4168,grp582
usr4169,grp222
usr4169,z,loc3904
usr4170,grp11
usr4170,z,loc3105
usr4171,grp435
usr4172,grp435
usr4173,grp454
usr4174,grp191
usr4175,grp655
usr4176,grp602
usr4176,x,loc4106
usr4177,grp475
usr4178,grp81
usr4178,x,loc3391
usr4179,grp792
usr4179,z,loc2852
usr4180,grp771
usr4180,x,loc3796
usr4181,grp421
usr4182,grp132
usr4182,x,loc2011
usr4183,grp692
usr4183,z,loc2372
usr4184,grp974
usr4185,grp516
usr4186,grp203
usr4187,grp209
usr4188,grp863
usr4188,y,loc2
usr4189,grp549
usr4189,x,loc1647
usr4190,grp776
usr4191,grp1000
usr4192,grp622
usr4192,z,loc1170
usr4193,grp424
usr4194,grp481
usr4195,grp943
usr4195,y,loc2015
usr4196,grp333
usr4197,grp65
usr4198,grp962
usr4199,grp12
usr4200,grp654
usr4200,x,loc1661
usr4201,grp181
usr4202,grp212
usr4203,grp922
usr4203,x,loc1663
usr4204,grp422
usr4205,grp968
usr4206,grp241
usr4206,z,loc3493
usr4207,grp860
usr4207,x,loc2676
usr4208,grp621
usr4208,y,loc2538
usr4209,grp649
usr4210,grp372
usr4211,grp425
usr4211,x,loc174
usr4212,grp258
usr4213,grp42
usr4214,grp171
usr4214,x,loc3991
usr4215,grp848
usr4216,grp946
usr4216,x,loc3860
usr4217,grp188
usr4218,grp295
usr4219,grp177
usr4219,y,loc2927
usr4220,grp567
usr4221,grp713
usr4221,x,loc2301
usr4222,grp100
usr4223,grp326
usr4224,grp557
usr4224,y,loc4802
usr4225,grp601
usr4225,x,loc4086
usr4226,grp674
usr4227,grp699
usr4228,grp334
usr4228,y,loc4276
usr4229,grp885
usr4230,grp268
usr4230,z,loc1777
usr4231,grp735
usr4231,z,loc1187
usr4232,grp714
usr4233,grp644
usr4233,y,loc55
usr4234,grp34
usr4234,z,loc4767
usr4235,grp168
usr4236,grp894
usr4237,grp949
usr4238,grp910
usr4239,grp524
usr4239,z,loc4531
usr4240,grp897
usr4241,grp223
usr4242,grp664
usr4242,x,loc805
usr4243,grp428
usr4244,grp419
usr4244,x,loc633
usr4245,grp214
usr4246,grp797
usr4246,x,loc4333
usr4247,grp717
usr4248,grp763
usr4249,grp35
usr4249,y,loc3596
usr4250,grp963
usr4250,z,loc825
usr4251,grp339
usr4252,grp799
usr4252,z,loc3533
usr4253,grp829
usr4253,y,loc2332
usr4254,grp992
usr4255,grp328
usr4255,x,loc485
usr4256,grp339
usr4257,grp508
usr4258,grp241
usr4259,grp828
usr4259,z,loc1141
usr4260,grp271
usr4261,grp783
usr4262,grp354
usr4262,x,loc2743
usr4263,grp371
usr4263,x,loc4623
usr4264,grp385
usr4264,z,loc1282
usr4265,grp922
usr4265,y,loc2892
usr4266,grp320
usr4267,grp12
usr4268,grp763
usr4269,grp386
usr4270,grp315
usr4270,y,loc875
usr4271,grp912
usr4272,grp559
usr4272,x,loc2169
usr4273,grp592
usr4274,grp927
usr4275,grp678
usr4275,x,loc714
usr4276,grp1000
usr4276,y,loc798
usr4277,grp231
usr4278,grp89
usr4278,z,loc4197
usr4279,grp606
usr4279,x,loc1249
usr4280,grp436
usr4281,grp314
usr4281,x,loc264
usr4282,grp136
usr4282,y,loc4215
usr4283,grp525
usr4284,grp313
usr4284,z,loc4034
usr4285,grp525
usr4286,grp274
usr4286,y,loc3029
usr4287,grp271
usr4287,y,loc779
usr4288,grp72
usr4288,z,loc2165
usr4289,grp219
usr4290,grp289
usr4290,z,loc1401
usr4291,grp987
usr4292,grp701
usr4292,z,loc58
usr4293,grp90
usr4294,grp724
usr4294,y,loc4876
usr4295,grp341
usr4296,grp535
usr4297,grp324
usr4298,grp328
usr4298,y,loc2035
usr4299,grp260
usr4300,grp515
usr4300,y,loc897
usr4301,grp6
usr4301,z,loc346
usr4302,grp838
usr4303,grp99
usr4304,grp522
usr4304,x,loc3844
usr4305,grp447
usr4306,grp11
usr4306,z,loc3301
usr4307,grp631
usr4307,y,loc4371
usr4308,grp152
usr4309,grp782
usr4309,z,loc4983
usr4310,grp905
usr4310,y,loc4526
usr4311,grp153
usr4312,grp889
usr4312,z,loc2213
usr4313,grp409
usr4313,y,loc4124
usr4314,grp638
usr4314,z,loc967
usr4315,grp420
usr4316,grp410
usr4317,grp76
usr4317,x,loc2687
usr4318,grp105
usr4318,x,loc986
usr4319,grp512
usr4319,y,loc2478
usr4320,grp648
usr4320,y,loc620
usr4321,grp997
usr4322,grp41
usr4323,grp762
usr4323,z,loc3324
usr4324,grp246
usr4324,y,loc3007
usr4325,grp935
usr4325,x,loc933
usr4326,grp967
usr4326,x,loc570
usr4327,grp106
usr4328,grp205
usr4328,z,loc3659
usr4329,grp13
usr4330,grp972
usr4330,x,loc3914
usr4331,grp390
usr4331,x,loc707
usr4332,grp416
usr4333,grp587
usr4333,z,loc3026
usr4334,grp368
usr4334,z,loc1593
usr4335,grp341
usr4335,x,loc1733
usr4336,grp91
usr4337,grp830
usr4337,x,loc1462
usr4338,grp133
usr4339,grp716
usr4339,x,loc446
usr4340,grp749
usr4340,x,loc1773
usr4341,grp201
usr4342,grp74
usr4342,x,loc4362
usr4343,grp463
usr4344,grp85
usr4344,y,loc4592
usr4345,grp710
usr4346,grp622
usr4347,grp722
usr4347,x,loc645
usr4348,grp542
usr4349,grp290
usr4349,y,loc3395
usr4350,grp115
usr4351,grp952
usr4352,grp426
usr4353,grp833
usr4354,grp456
usr4354,z,loc4638
usr4355,grp598
usr4355,y,loc2693
